cut,color,clarity,carat,report,shape,price
Super Ideal,E,SI1,1.52,IGI,Round,3722.5
Super Ideal,F,VS2,0.5,IGI,Oval,566.67
Ideal,F,VS1,2.01,IGI,Oval,8396.67
Ideal,H,VS2,0.81,IGI,Oval,1120.0
Ideal,G,VS1,0.47,IGI,Marquise,480.0
Super Ideal,J,VS2,2.1,IGI,Oval,4300.0
Ideal,G,VS1,1.33,IGI,Pear,3010.0
Ideal,I,VS2,2.02,IGI,Princess,4010.0
Ideal,E,VS1,2.0,GCAL,Pear,9310.0
Ideal,E,SI1,1.55,IGI,Asscher,3750.0
Ideal,H,VVS2,0.59,IGI,Oval,650.0
Super Ideal,G,VVS1,1.3,IGI,Round,3770.0
Super Ideal,F,VS2,1.21,IGI,Oval,2520.0
Super Ideal,J,VVS2,1.65,IGI,Round,2820.0
Very Good,I,VS2,2.08,GCAL,Oval,5220.0
Super Ideal,E,VS1,1.08,IGI,Round,2628.0
Ideal,I,VVS2,2.07,IGI,Round,5517.5
Ideal,E,VS2,1.21,GCAL,Asscher,2680.0
Ideal,G,SI1,0.97,IGI,Pear,1460.0
Super Ideal,F,SI2,0.56,IGI,Round,630.0
Super Ideal,J,VS1,2.01,IGI,Oval,4238.57
Very Good,H,VS2,1.16,IGI,Pear,1840.0
Very Good,I,SI1,1.57,GCAL,Cushion,3380.0
Ideal,G,VVS1,1.0,IGI,Round,2675.0
Very Good,J,SI1,2.01,IGI,Cushion,3795.0
Super Ideal,E,SI2,0.36,IGI,Round,390.0
Super Ideal,I,VS1,1.09,IGI,Oval,1655.0
Ideal,F,SI2,0.5,IGI,Round,540.0
Ideal,H,SI1,2.01,IGI,Radiant,5070.0
Super Ideal,E,SI2,0.61,IGI,Round,680.0
Very Good,D,VVS2,0.83,IGI,Pear,1620.0
Ideal,G,VS2,0.89,GCAL,Pear,1350.0
Ideal,I,VS1,0.56,IGI,Pear,560.0
Super Ideal,G,VS1,2.14,IGI,Oval,7590.0
Ideal,D,VVS1,1.02,IGI,Pear,3380.0
Good,F,VS2,0.51,IGI,Oval,570.0
Ideal,I,VS2,3.23,GCAL,Round,10050.0
Ideal,J,VVS2,1.75,IGI,Round,3210.0
Ideal,I,VS1,2.52,IGI,Round,6960.0
Ideal,E,VS1,1.03,GCAL,Asscher,2360.0
Ideal,E,SI2,0.66,IGI,Round,730.0
Super Ideal,H,SI2,2.77,IGI,Round,8030.0
Super Ideal,J,SI2,0.71,IGI,Emerald,660.0
Super Ideal,D,SI1,1.28,IGI,Round,2460.0
Ideal,I,SI1,1.95,IGI,Pear,3680.0
Ideal,H,VVS2,0.68,IGI,Round,940.0
Super Ideal,D,SI1,0.34,IGI,Pear,350.0
Ideal,F,SI1,3.56,IGI,Cushion,12670.0
Very Good,F,SI1,1.55,IGI,Round,3570.0
Good,G,VS1,1.0,IGI,Pear,2160.0
